ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
B_01388	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	Unidentified	Unidentified	Unidentified
B_01389	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_01390	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	Unidentified
B_01391	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unidentified	Unidentified
B_01392	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	Unidentified
B_01393	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_01394	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Unidentified
B_01395	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	Unidentified	Unidentified
B_01396	Bacteria	Elusimicrobiota	Lineage IIa	Unidentified	Unidentified	Unidentified	Unidentified
B_01397	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unidentified
B_01398	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_01399	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_01400	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_01401	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_01402	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_01403	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unidentified
B_01404	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	Unidentified
B_01405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_01406	Bacteria	Actinobacteriota	Acidimicrobiia	Unidentified	Unidentified	Unidentified	Unidentified
B_01407	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_01408	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_01409	Bacteria	Chloroflexi	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01410	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	tuberculostearicum
B_01411	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unidentified	Unidentified
B_01412	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_01413	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01414	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Unidentified	Unidentified
B_01415	Bacteria	Chloroflexi	AD3	Unidentified	Unidentified	Unidentified	Unidentified
B_01416	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	permanentifrigoris
B_01417	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_01418	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Unidentified
B_01419	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_01420	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01421	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01422	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Unidentified
B_01423	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unidentified
B_01424	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	Unidentified	Unidentified
B_01425	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_01426	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Unidentified
B_01427	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_01428	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unidentified
B_01429	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_01430	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_01431	Bacteria	NB1-j	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01432	Eukaryota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01433	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Unidentified
B_01435	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01436	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	Unidentified	Unidentified	Unidentified
B_01437	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	Unidentified
B_01438	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	Unidentified	Unidentified
B_01439	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_01440	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_01441	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	Unidentified	Unidentified
B_01442	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unidentified	Unidentified
B_01443	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_01444	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	Unidentified
B_01445	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_01446	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_01447	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unidentified
B_01448	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	erythropolis
B_01449	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_01450	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unidentified
B_01451	Bacteria	Firmicutes	Bacilli	Unidentified	Unidentified	Unidentified	Unidentified
B_01452	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_01453	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	Unidentified
B_01454	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	Unidentified
B_01455	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Unidentified
B_01456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	Unidentified
B_01457	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_01458	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unidentified	Unidentified
B_01459	Bacteria	Firmicutes	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_01460	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_01461	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_01462	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_01463	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	Unidentified
B_01464	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Unidentified
B_01465	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Georgfuchsia	Unidentified
B_01466	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unidentified	Unidentified
B_01467	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	Unidentified
B_01468	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Unidentified
B_01469	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_01470	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unidentified
B_01471	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	Unidentified
B_01472	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_01473	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unidentified	Unidentified	Unidentified
B_01474	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	Unidentified
B_01475	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_01476	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unidentified
B_01477	Bacteria	Chloroflexi	KD4-96	Unidentified	Unidentified	Unidentified	Unidentified
B_01478	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unidentified	Unidentified
B_01479	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unidentified	Unidentified	Unidentified
B_01480	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_01481	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_01482	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Unidentified	Unidentified	Unidentified
B_01483	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Antricoccus	Unidentified
B_01484	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
