ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
B_09018	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140	Unidentified
B_09019	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09020	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unidentified	Unidentified
B_09021	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unidentified	Unidentified
B_09022	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_09023	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09024	Eukaryota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09025	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	Unidentified	Unidentified
B_09026	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09027	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unidentified	Unidentified
B_09028	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09029	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09030	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	Unidentified	Unidentified
B_09031	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_09032	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 16	Unidentified
B_09033	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09034	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unidentified	Unidentified
B_09035	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Telmatocola	Unidentified
B_09036	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09037	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09038	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09039	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09040	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Unidentified	Unidentified
B_09041	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09042	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09043	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Unidentified
B_09044	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Dendrosporobacter	Unidentified
B_09045	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_09046	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unidentified	Unidentified
B_09047	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Unidentified	Unidentified
B_09048	Bacteria	WS2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09049	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	Unidentified	Unidentified	Unidentified
B_09050	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unidentified	Unidentified
B_09051	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Unidentified
B_09052	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09053	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09054	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09055	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	bac2nit3	Unidentified	Unidentified
B_09056	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09057	Bacteria	Patescibacteria	Microgenomatia	Candidatus Amesbacteria	Unidentified	Unidentified	Unidentified
B_09058	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Unidentified	Unidentified
B_09059	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09060	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unidentified	Unidentified
B_09061	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09062	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Unidentified
B_09063	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09064	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_09065	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	Unidentified	Unidentified
B_09066	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unidentified
B_09067	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Unidentified
B_09068	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09069	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_09070	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_09071	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_09072	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09073	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_09074	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_09075	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_09076	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria	Unidentified	Unidentified	Unidentified
B_09077	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10	Unidentified
B_09078	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09079	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_09080	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09081	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unidentified
B_09082	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09083	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unidentified
B_09084	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Unidentified	Unidentified	Unidentified
B_09085	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_09086	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09087	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09088	Bacteria	Chloroflexi	SHA-26	Unidentified	Unidentified	Unidentified	Unidentified
B_09089	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09090	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09091	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unidentified
B_09092	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	Unidentified
B_09093	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unidentified	Unidentified
B_09094	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Unidentified	Unidentified
B_09095	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	humi
B_09096	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unidentified
B_09097	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unidentified
B_09098	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unidentified
B_09099	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Unidentified	Unidentified
B_09100	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Unidentified
B_09101	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	Unidentified
B_09102	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unidentified
B_09103	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unidentified
B_09104	Bacteria	Chloroflexi	Ktedonobacteria	C0119	Unidentified	Unidentified	Unidentified
B_09105	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09106	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_09107	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unidentified	Unidentified
B_09108	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09109	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Unidentified	Unidentified
B_09110	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unidentified	Unidentified
B_09111	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	Unidentified
B_09112	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Unidentified	Unidentified
B_09113	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09114	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09115	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09116	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09117	Bacteria	Chloroflexi	KD4-96	Unidentified	Unidentified	Unidentified	Unidentified
B_09118	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09119	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09120	Bacteria	Planctomycetota	OM190	Unidentified	Unidentified	Unidentified	Unidentified
B_09121	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09122	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Unidentified
B_09123	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_09124	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unidentified
B_09125	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unidentified
B_09126	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unidentified
B_09127	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_09128	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Unidentified	Unidentified
B_09129	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Unidentified	Unidentified
B_09130	Bacteria	Chloroflexi	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09131	Bacteria	Elusimicrobiota	Lineage IIa	Unidentified	Unidentified	Unidentified	Unidentified
B_09132	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Unidentified	Unidentified
B_09133	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Unidentified
B_09134	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unidentified	Unidentified
B_09135	Bacteria	Dependentiae	Babeliae	Babeliales	Unidentified	Unidentified	Unidentified
B_09136	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09137	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_09138	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_09139	Bacteria	Cyanobacteria	Sericytochromatia	Unidentified	Unidentified	Unidentified	Unidentified
B_09140	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unidentified	Unidentified
B_09141	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09142	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09143	Eukaryota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09144	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_09145	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	Unidentified	Unidentified	Unidentified
B_09146	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09147	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unidentified
B_09148	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09149	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09150	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09151	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unidentified	Unidentified
B_09152	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Unidentified	Unidentified
B_09153	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140	Unidentified
B_09154	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09155	Bacteria	Myxococcota	Polyangia	Blfdi19	Unidentified	Unidentified	Unidentified
B_09156	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Unidentified
B_09157	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unidentified
B_09158	Bacteria	Dependentiae	Babeliae	Babeliales	Unidentified	Unidentified	Unidentified
B_09159	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09160	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09161	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_09162	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Unidentified	Unidentified
B_09163	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	Unidentified	Unidentified
B_09164	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unidentified	Unidentified
B_09165	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09166	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Unidentified
B_09167	Bacteria	Elusimicrobiota	Lineage IIa	Unidentified	Unidentified	Unidentified	Unidentified
B_09168	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unidentified	Unidentified
B_09169	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	islandicus
B_09170	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unidentified	Unidentified
B_09171	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unidentified
B_09172	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	Unidentified
B_09173	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_09174	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unidentified	Unidentified
B_09175	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	Unidentified
B_09176	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_09177	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09178	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	Unidentified
B_09179	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unidentified	Unidentified
B_09180	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_09181	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_09182	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09183	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	Unidentified	Unidentified
B_09184	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	Unidentified
B_09185	Bacteria	Firmicutes	Bacilli	Unidentified	Unidentified	Unidentified	Unidentified
B_09186	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	Unidentified	Unidentified
B_09187	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_09188	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09189	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_09190	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_09191	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_09192	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_09193	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09194	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Unidentified
B_09195	Bacteria	Myxococcota	Polyangia	Blfdi19	Unidentified	Unidentified	Unidentified
B_09196	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unidentified
B_09197	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_09198	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09199	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09200	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_09201	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Unidentified	Unidentified	Unidentified
B_09202	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09203	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unidentified	Unidentified	Unidentified
B_09204	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_09205	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unidentified	Unidentified
B_09206	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unidentified
B_09207	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	Unidentified
B_09208	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09209	Bacteria	Planctomycetota	vadinHA49	Unidentified	Unidentified	Unidentified	Unidentified
B_09210	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_09211	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_09212	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09213	Bacteria	Dependentiae	Babeliae	Babeliales	Unidentified	Unidentified	Unidentified
B_09214	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	Unidentified
B_09215	Bacteria	Actinobacteriota	Thermoleophilia	Unidentified	Unidentified	Unidentified	Unidentified
B_09216	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	Unidentified	Unidentified
B_09217	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_09218	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09219	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	Unidentified
B_09220	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unidentified
B_09221	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	FFCH5858	Unidentified
B_09222	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Unidentified
B_09223	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unidentified	Unidentified
B_09224	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	aquaedulcis
B_09225	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Unidentified	Unidentified
B_09226	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_09227	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09228	Bacteria	Actinobacteriota	Acidimicrobiia	Unidentified	Unidentified	Unidentified	Unidentified
B_09229	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09230	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unidentified	Unidentified
B_09231	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Unidentified
B_09232	Bacteria	Patescibacteria	Parcubacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09233	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unidentified	Unidentified	Unidentified
B_09234	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_09235	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	Unidentified
B_09236	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_09237	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09238	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09239	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unidentified	Unidentified
B_09240	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unidentified	Unidentified
B_09241	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Dendrosporobacter	Unidentified
B_09242	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09243	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Unidentified	Unidentified	Unidentified
B_09244	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_09245	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Unidentified
B_09246	Bacteria	Patescibacteria	Parcubacteria	Candidatus Adlerbacteria	Unidentified	Unidentified	Unidentified
B_09247	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09248	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_09249	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unidentified
B_09250	Bacteria	Dependentiae	Babeliae	Babeliales	Unidentified	Unidentified	Unidentified
B_09251	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Unidentified
B_09252	Bacteria	Proteobacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09253	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09254	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_09255	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_09256	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09257	Bacteria	Latescibacterota	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_09258	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Unidentified
B_09259	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_09260	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria	Unidentified
B_09261	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_09262	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_09263	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09264	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_09265	Bacteria	Chloroflexi	TK10	Unidentified	Unidentified	Unidentified	Unidentified
B_09266	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	Unidentified	Unidentified	Unidentified
